F1,grid_label
AN,JFDCACAC
AN,JFDCACAD
AN,JFDCACAD
AN,JFDCACAD
AN,JFDCACBC
AN,JFDCACBC
AN,JFDCACBC
AN,JFDCACBC
AN,JFDCACBC
AN,JFDCACBC
AN,JFDCACBC
AN,JFDCACBC
AN,JFDCACBD
AN,JFDCACBD
AN,JFDCACBD
AN,JFDCACBD
AN,JFDCACBD
AN,JFDCACBD
AN,JFDCACBD
AN,JFDCACBD
AN,JFDCACBD
AN,JFDCADAC
AN,JFDCADAC
AN,JFDCADAC
AN,JFDCBCAC
AN,JFDCBCAC
AN,JFDCBCAC
AN,JFDCBCAC
